UUID	Barcode	Short Barcode
5c19c643-d935-46bd-b7b9-1e2f2342af28	TCGA-ZG-A9MC-01A	TCGA-ZG-A9MC-01
f634296d-85a2-4fbd-a3c1-10a238c058f5	TCGA-ZG-A9L6-01A	TCGA-ZG-A9L6-01
71ad3327-1633-4a4e-98b3-2bd4f1746b6d	TCGA-V1-A9O5-06A	TCGA-V1-A9O5-06
d45b933b-29ad-4160-b6a7-0c70fbcecf3c	TCGA-J4-AATZ-10A	TCGA-J4-AATZ-10
3fb026cb-327c-495c-adbe-a80f7c5c80b4	TCGA-YL-A9WY-01A	TCGA-YL-A9WY-01
17ead48d-6a34-44a1-bc46-f5788114219d	TCGA-YL-A9WY-10A	TCGA-YL-A9WY-10
ded8e46f-e309-4ff1-aee0-85bab613cc00	TCGA-ZG-A9LU-01A	TCGA-ZG-A9LU-01
e8714a9f-c009-4877-909a-a0b257daa34b	TCGA-ZG-A9LU-10A	TCGA-ZG-A9LU-10
65d57be3-9b4c-48a6-9ae6-a4fe338ef4e8	TCGA-V1-A9ZR-10A	TCGA-V1-A9ZR-10
24fab49c-b031-47c8-b873-8f431390f327	TCGA-XK-AAJA-01A	TCGA-XK-AAJA-01
dff843b4-104c-4555-8449-145ce805b738	TCGA-V1-A9OT-10A	TCGA-V1-A9OT-10
a9272dfa-c8a7-460a-82d9-1c129dd9389e	TCGA-2A-AAYO-01A	TCGA-2A-AAYO-01
cddf78c5-b3dc-46d3-8b73-3c6e54059f38	TCGA-2A-AAYO-10A	TCGA-2A-AAYO-10
09e8596f-c2a4-4990-a483-639f0d4fe31c	TCGA-J4-AAU2-01A	TCGA-J4-AAU2-01
a863236e-3fd1-42b5-a3eb-49f91bb072e7	TCGA-J4-AATV-01A	TCGA-J4-AATV-01
96710214-cbb5-4f09-b0a3-db2e82a55ce6	TCGA-J4-AATV-10A	TCGA-J4-AATV-10
18cd9543-b21c-41a8-b4d7-a8ba371cca22	TCGA-ZG-A9LN-01A	TCGA-ZG-A9LN-01
0d1124d4-2056-4230-9240-ea38148f9032	TCGA-ZG-A9LN-10A	TCGA-ZG-A9LN-10
9f03470e-516e-4d9c-8424-0d7a05780504	TCGA-V1-A9O5-01A	TCGA-V1-A9O5-01
2d8b33e3-002b-4592-9bc3-b3eab242c893	TCGA-TP-A8TV-01A	TCGA-TP-A8TV-01
f72cfda7-bc13-4fc1-85ba-dd4b23fe1d86	TCGA-TP-A8TV-10A	TCGA-TP-A8TV-10
86bc76a9-dc21-4fb8-8c94-1023136f553c	TCGA-HC-A9TE-01A	TCGA-HC-A9TE-01
806946f6-7556-4c8a-8cc1-707ecafaf849	TCGA-HC-A9TE-10A	TCGA-HC-A9TE-10
1d817e1a-de87-4936-b445-c6c88844be5d	TCGA-XK-AAJR-01A	TCGA-XK-AAJR-01
4791634b-bcd4-4fda-abdb-dec79ba05086	TCGA-XK-AAJT-01A	TCGA-XK-AAJT-01
819c66a0-7074-495e-9993-80a858f46b82	TCGA-V1-A9OQ-01A	TCGA-V1-A9OQ-01
42634628-175a-4268-ac47-33ceaea7988a	TCGA-V1-A9OQ-10A	TCGA-V1-A9OQ-10
3e3baef3-4686-41d5-ba55-4456df023975	TCGA-V1-A9OT-01A	TCGA-V1-A9OT-01
c9be9f1e-8f63-473b-a5a8-f2072d6b0b96	TCGA-G9-A9S4-10A	TCGA-G9-A9S4-10
0527bbb5-afd5-481b-a131-e2420969722a	TCGA-2A-AAYU-10A	TCGA-2A-AAYU-10
cb4a8a9d-bf54-4a1d-970c-7aa6710c1fb9	TCGA-V1-A9O7-01A	TCGA-V1-A9O7-01
99dd845b-9526-4bad-b5dd-a6b13645d62d	TCGA-V1-A9O7-10A	TCGA-V1-A9O7-10
b98e3371-bcb8-4b59-9d23-8156dbf4746b	TCGA-2A-AAYF-01A	TCGA-2A-AAYF-01
9d50549b-dd2e-499b-8768-ce02e3a894c7	TCGA-V1-A9ZI-01A	TCGA-V1-A9ZI-01
59317ab0-3a98-4b0e-899f-93d8a05acceb	TCGA-V1-A9ZI-10A	TCGA-V1-A9ZI-10
0e4398b1-f76d-453f-9155-ab52c8bdb524	TCGA-V1-A9OY-10A	TCGA-V1-A9OY-10
a8630917-300c-4b9c-94eb-5cf93f5e1e49	TCGA-Y6-A9XI-10A	TCGA-Y6-A9XI-10
0eab8ab8-59c3-4853-9296-94a9b9d07006	TCGA-YL-A9WL-01A	TCGA-YL-A9WL-01
a013228c-af3e-42d1-8c84-f36b896649e7	TCGA-EJ-AB20-10A	TCGA-EJ-AB20-10
9e0996ca-ee5b-4f3e-a9c9-c1b54d22b101	TCGA-XK-AAJR-10A	TCGA-XK-AAJR-10
e3dff24d-8dca-4d85-8c83-738d66421bee	TCGA-G9-A9S4-01A	TCGA-G9-A9S4-01
df8eaf3a-68cd-421f-8494-17b09866d457	TCGA-ZG-A9L2-01A	TCGA-ZG-A9L2-01
5ab35dc0-b0da-4cc6-a9d6-7ddfbb7434d9	TCGA-ZG-A9L2-10A	TCGA-ZG-A9L2-10
e52b541a-ee14-4339-b1db-db00dd32cfaf	TCGA-4L-AA1F-01A	TCGA-4L-AA1F-01
580b9eef-e77d-496d-9945-c5411e33e812	TCGA-4L-AA1F-10A	TCGA-4L-AA1F-10
0ceb86c8-949c-4917-b57c-e55eb5119295	TCGA-XK-AAK1-01A	TCGA-XK-AAK1-01
81c29b54-f33a-4194-99fb-defdfa3db186	TCGA-XK-AAK1-10A	TCGA-XK-AAK1-10
ec6a094b-d876-4b92-be62-8833ca961229	TCGA-XK-AAJP-01A	TCGA-XK-AAJP-01
a4704150-38cd-4f08-b05e-548a526e0c79	TCGA-V1-A9OA-01A	TCGA-V1-A9OA-01
1c2a0f48-b53c-4c9a-bb84-b7455c25e3c8	TCGA-ZG-A9LY-01A	TCGA-ZG-A9LY-01
6aea4c3e-454a-43ac-84c6-c2f1b794c7db	TCGA-ZG-A9LY-10A	TCGA-ZG-A9LY-10
49a003b2-4a6f-4e37-81ea-9a9f8702af6f	TCGA-ZG-A9N3-10A	TCGA-ZG-A9N3-10
f328de54-f9c2-4280-8d37-35629b1148b1	TCGA-V1-A9Z8-01A	TCGA-V1-A9Z8-01
20054e4c-1bbf-4b7a-b684-0d7cf2212411	TCGA-V1-A9Z8-10A	TCGA-V1-A9Z8-10
9e579a4b-7f6b-4e1b-9b68-169d7e104b26	TCGA-EJ-AB27-01A	TCGA-EJ-AB27-01
c6f3950d-5cc6-4a84-a568-ae67217ab796	TCGA-EJ-AB27-10A	TCGA-EJ-AB27-10
e2d50dab-ce0f-460a-bdaf-53afc3a50f69	TCGA-ZG-A9L4-01A	TCGA-ZG-A9L4-01
a73c6a23-1f4d-403e-aeeb-6be9f0c6c5a0	TCGA-V1-A9OX-10A	TCGA-V1-A9OX-10
5788f39c-0fb4-4c2a-abef-1256a045c28f	TCGA-V1-A9OL-10A	TCGA-V1-A9OL-10
a6b8bba0-c99b-4b56-b417-06e9570ad547	TCGA-ZG-A9L4-10A	TCGA-ZG-A9L4-10
473e6120-b20d-4358-acb0-c65a35e20d6a	TCGA-ZG-A9N3-01A	TCGA-ZG-A9N3-01
4bee9900-172c-43b4-9ae8-83a1b199ee1a	TCGA-YL-A8SC-01A	TCGA-YL-A8SC-01
4d3352ed-a33e-425d-a014-c9bfdd7bf559	TCGA-AF-A56N-10A	TCGA-AF-A56N-10
af0b8dea-5c72-4711-be97-858ab61ea76d	TCGA-AF-A56L-01A	TCGA-AF-A56L-01
1638e09e-8cd9-46bd-bbf7-316225be3da7	TCGA-AF-A56L-10A	TCGA-AF-A56L-10
bd1b094f-a681-42de-8a95-63f7e41b087f	TCGA-AF-A56K-01A	TCGA-AF-A56K-01
5d893287-60b5-49bd-b5ae-c72dc16a3baf	TCGA-AF-A56K-10A	TCGA-AF-A56K-10
1bc6365d-f855-4f72-ac54-d343212a2014	TCGA-AF-A56N-01A	TCGA-AF-A56N-01
536bcd2a-44e8-4a56-9360-1c3c1fb0a439	TCGA-AG-A025-10B	TCGA-AG-A025-10
8ddddb9d-a163-4d96-8930-02ab727a8942	TCGA-AF-3912-11A	TCGA-AF-3912-11
e68be320-caf1-497b-99c2-f513fa771487	TCGA-AF-3912-01A	TCGA-AF-3912-01
a0f43d27-5fa2-4b23-8bc5-4aff11c85283	TCGA-F5-6811-10B	TCGA-F5-6811-10
b662fd53-98c1-431e-8685-b05a1ffdadc0	TCGA-F5-6811-11A	TCGA-F5-6811-11
0d0d67f3-e172-472b-b379-7d90c1956fc5	TCGA-F5-6811-10C	TCGA-F5-6811-10
ce60e67c-bdf1-4f19-80cb-18ee77b764e2	TCGA-F5-6812-11A	TCGA-F5-6812-11
d1a75912-3854-45fd-9eb1-bf5135db9473	TCGA-F5-6812-10B	TCGA-F5-6812-10
e5a29e2a-5a6e-4463-834e-8bb18310d698	TCGA-F5-6812-10C	TCGA-F5-6812-10
c607eb5b-92fe-4c71-80f1-9d7dd3207c4d	TCGA-F5-6813-10B	TCGA-F5-6813-10
ef119a92-5170-49da-a3ec-f78470a657f9	TCGA-F5-6813-11A	TCGA-F5-6813-11
feb42f26-f88b-458b-be63-dea4987aab76	TCGA-F5-6813-10C	TCGA-F5-6813-10
41c0ef47-0383-4a23-ad42-a1db7f9db5f4	TCGA-G5-6572-11A	TCGA-G5-6572-11
fa097b3a-7256-486d-bb90-0226043756ff	TCGA-G5-6641-11A	TCGA-G5-6641-11
ee98918a-0dbf-48ae-b9f8-366a771a5b6f	TCGA-AG-3574-10B	TCGA-AG-3574-10
6bd7cfcf-0902-47b5-a55f-7ac520e36bf3	TCGA-AG-3578-10B	TCGA-AG-3578-10
308b547b-1662-4523-b5f8-b844fd17d9d4	TCGA-AG-3580-10B	TCGA-AG-3580-10
3c80793c-de89-4a7a-8e84-d98ab2498a11	TCGA-AF-3914-10A	TCGA-AF-3914-10
bb7d40c0-02d4-4f2b-9cb7-30924c13b267	TCGA-AG-3891-10B	TCGA-AG-3891-10
747a526c-2245-4b2f-995f-946b85a84152	TCGA-AG-3893-10B	TCGA-AG-3893-10
fa722bd8-b563-475c-ad1c-e07ae22b15dd	TCGA-AG-3896-10B	TCGA-AG-3896-10
78be03f5-1bc7-4809-9e6a-e9b737d8fe3f	TCGA-AG-3898-10B	TCGA-AG-3898-10
a77559e4-d341-4bb4-bbb3-8577cab3bdb8	TCGA-AG-3901-10B	TCGA-AG-3901-10
8588306e-05f0-4f28-9b58-be9498a9ac97	TCGA-AG-3902-10B	TCGA-AG-3902-10
d1810c3d-2b5e-4230-a415-13f5d6455791	TCGA-AG-4001-10B	TCGA-AG-4001-10
61d302a7-554f-4257-81fb-a26ef8f5064b	TCGA-AG-4005-10B	TCGA-AG-4005-10
de89d83a-e399-4ee6-803e-fce0077edf40	TCGA-AG-4007-10B	TCGA-AG-4007-10
ad8d9064-bd3d-49f5-b50f-31866c9dd2a7	TCGA-AG-4008-10B	TCGA-AG-4008-10
4522b8d3-d959-45df-8a1e-fcb31532030d	TCGA-AG-4015-10B	TCGA-AG-4015-10
60eaffc6-a13d-495c-ac14-55868495308a	TCGA-AG-3581-10B	TCGA-AG-3581-10
2558d534-d204-474a-90c4-83b46ce7e90c	TCGA-AG-3582-10B	TCGA-AG-3582-10
1dd46c05-3d60-43b0-ab01-6b2115bc9429	TCGA-AG-3583-10B	TCGA-AG-3583-10
12734f22-24f2-4ad7-a989-7e89c38292bc	TCGA-AG-3584-10B	TCGA-AG-3584-10
fa9a166d-0dc4-4323-89f6-8e8b21cb4a7e	TCGA-AG-3586-10B	TCGA-AG-3586-10
b3c90252-f1c0-4c9a-8004-761e0a99584d	TCGA-AG-3587-10B	TCGA-AG-3587-10
bad5f3d7-94cf-4afc-9c07-82d896580dff	TCGA-AG-3593-10B	TCGA-AG-3593-10
56c542c0-65b2-40a8-9b47-aa73f486fcfa	TCGA-AG-3594-10B	TCGA-AG-3594-10
ca436a62-9811-476b-b89b-1869ce12eec9	TCGA-AG-3598-10B	TCGA-AG-3598-10
163d98a5-db05-4bd5-81d3-d8879901c5f8	TCGA-AG-3599-10B	TCGA-AG-3599-10
f86c81f8-6a41-4606-bdcc-744fc2eca56a	TCGA-AG-3600-10B	TCGA-AG-3600-10
1bd46107-1731-4781-b083-40c1c1a85ec2	TCGA-AG-3601-10B	TCGA-AG-3601-10
76cdddd2-613b-41be-9f09-db1f820b5993	TCGA-AG-3602-10B	TCGA-AG-3602-10
2f210c2f-4480-4a97-aa1a-8ee7c965f4c0	TCGA-AG-3605-10B	TCGA-AG-3605-10
4293815f-85ae-43ad-87a9-18c5d6ccffdf	TCGA-AG-3609-10B	TCGA-AG-3609-10
030a52a7-a3a3-43aa-8f54-dc1c1da56bb8	TCGA-AG-3612-10B	TCGA-AG-3612-10
00fb2111-fd62-492c-bf55-fc72995d516e	TCGA-AG-3727-10B	TCGA-AG-3727-10
2fca2775-c036-4ebe-bdfb-89d5d5b96ddb	TCGA-AG-3878-10B	TCGA-AG-3878-10
3d2f8e09-c96e-46cf-a86d-86f9b45a38e8	TCGA-AG-3881-10B	TCGA-AG-3881-10
8ae148de-88db-493b-9991-602b2ed5f62e	TCGA-AG-3882-10B	TCGA-AG-3882-10
6ae0672b-0c4d-4ce5-8f6b-b9ef91288ad9	TCGA-AG-3885-10B	TCGA-AG-3885-10
fd948cae-8371-4fe1-99b2-aa49beef5f7d	TCGA-AF-6136-11A	TCGA-AF-6136-11
f9f55fbd-d392-4f24-bb60-0cc868a23dc1	TCGA-AF-6655-11A	TCGA-AF-6655-11
bfe6b7f1-0ec5-48ec-b808-34d5e3066005	TCGA-AF-6672-11A	TCGA-AF-6672-11
6997bf5c-9d9b-4dd9-89f2-01306a44637f	TCGA-DT-5265-10B	TCGA-DT-5265-10
08f446a2-875d-472c-8c07-d38ca12af172	TCGA-F5-6571-10C	TCGA-F5-6571-10
e44e65a1-a97c-427f-bc13-a221fe45ff51	TCGA-F5-6571-11A	TCGA-F5-6571-11
a2b0134d-4fce-472e-acc9-67187d71b752	TCGA-F5-6571-10B	TCGA-F5-6571-10
d7d9579a-ee70-4fc4-9551-1222eb1aba88	TCGA-F5-6810-10C	TCGA-F5-6810-10
1a380e0b-07e0-4656-824b-3764f2dbadcd	TCGA-F5-6810-11A	TCGA-F5-6810-11
b247b93e-d833-47ef-9449-4241c2614f4a	TCGA-F5-6810-10B	TCGA-F5-6810-10
aaa4003d-119f-474d-8ad5-d61650bb2ddf	TCGA-DC-6154-10A	TCGA-DC-6154-10
ab5d238f-901a-4c59-81a1-a3b8dcccdba2	TCGA-DC-6154-01A	TCGA-DC-6154-01
8809627b-7951-48db-9c09-63376a920e33	TCGA-F5-6864-01A	TCGA-F5-6864-01
97018811-ed3f-41ab-9224-fa6646555c64	TCGA-F5-6864-10A	TCGA-F5-6864-10
8ec4bb1d-ccf6-49a7-9f2b-e849fc66f0d9	TCGA-EI-7002-10A	TCGA-EI-7002-10
526b6d47-3fec-4b22-9058-a294ffaf1989	TCGA-EI-6885-10A	TCGA-EI-6885-10
c48c1ad2-c8eb-4e7c-a491-1cf59a47ef86	TCGA-EI-6885-01A	TCGA-EI-6885-01
d602eaad-26c5-4fd7-85ed-bb8d1a79a617	TCGA-AH-6897-10A	TCGA-AH-6897-10
21abcdfe-6685-4c78-80fb-00053a5c1214	TCGA-AH-6903-01A	TCGA-AH-6903-01
5a1cdce8-8af8-447e-9b1e-777ae31250c7	TCGA-AH-6903-10A	TCGA-AH-6903-10
6cd183b8-6ed9-4016-91dc-d2481c86b4dd	TCGA-EI-7002-01A	TCGA-EI-7002-01
1402b955-ba35-4609-b1f3-079a90718c47	TCGA-EI-6917-10A	TCGA-EI-6917-10
37bb8ce7-6c55-4237-a7ad-adc42e6ff6a8	TCGA-EI-6917-01A	TCGA-EI-6917-01
00624b80-d2e0-4669-bf09-3e12be601e2d	TCGA-AH-6897-01A	TCGA-AH-6897-01
7f0cd912-357b-4b75-b07c-b68b9ca18078	TCGA-EI-6884-10A	TCGA-EI-6884-10
8d7f375d-0ecf-4593-b5b0-cd9bbe74a549	TCGA-EI-7004-10A	TCGA-EI-7004-10
a8842edf-cfc6-4e71-ba55-4584b51e540e	TCGA-EI-7004-01A	TCGA-EI-7004-01
257a4c60-846c-4321-953a-c55a4da06714	TCGA-EI-6882-10A	TCGA-EI-6882-10
362eb32b-7dd2-4f4d-8430-4c0eccc0cca5	TCGA-EI-6882-01A	TCGA-EI-6882-01
ea38965f-b3ee-4244-98c3-703aac3b7c16	TCGA-F5-6863-10A	TCGA-F5-6863-10
08579069-4407-4d12-a3df-a2078c4536cf	TCGA-F5-6861-10A	TCGA-F5-6861-10
36dc518c-51ab-4d12-aa25-27e60646a125	TCGA-F5-6861-01A	TCGA-F5-6861-01
33185550-81fd-43b0-80a9-f14781013155	TCGA-F5-6814-10A	TCGA-F5-6814-10
81ab66e0-6470-409b-aa27-846c869d2c8f	TCGA-F5-6814-01A	TCGA-F5-6814-01
2f8c3637-979d-435f-a5f5-1944ce775e15	TCGA-EI-6884-01A	TCGA-EI-6884-01
9d0a0cd9-ecea-4f4a-90e7-3226d475b409	TCGA-EI-6881-10A	TCGA-EI-6881-10
a7ea82a0-4f53-4b86-a08f-1a55f407b21a	TCGA-EI-6881-01A	TCGA-EI-6881-01
925ac973-a347-4402-b280-a792114c1342	TCGA-EI-6883-10A	TCGA-EI-6883-10
c259d845-9334-41cb-8073-407e9092d15c	TCGA-EI-6883-01A	TCGA-EI-6883-01
9e806e7f-40d4-45a3-aad6-c213bfc66be7	TCGA-F5-6863-01A	TCGA-F5-6863-01
41bf55e0-addb-42e6-bb87-088dd945887b	TCGA-AF-6655-10A	TCGA-AF-6655-10
a1b8d085-d504-4958-8f47-531d8d7e3d91	TCGA-AF-6655-01A	TCGA-AF-6655-01
0c55b3b3-4008-4dbe-9a6a-bd0a5e13feae	TCGA-AH-6644-01A	TCGA-AH-6644-01
1c3d5b11-e990-44a6-89d8-b1f0b1fd8a0d	TCGA-AH-6644-10A	TCGA-AH-6644-10
479f83e8-8854-412e-8f84-166719ca55cd	TCGA-F5-6812-10A	TCGA-F5-6812-10
63b9593e-648d-41ab-a2f5-8465dab57d39	TCGA-F5-6812-01A	TCGA-F5-6812-01
dc3bba29-fb7b-4eeb-af14-79842a2c67ab	TCGA-F5-6702-01A	TCGA-F5-6702-01
ffa3faab-8b42-4b97-bd53-d6984f37e3b8	TCGA-F5-6702-10A	TCGA-F5-6702-10
585791e1-5455-4859-8c3f-98c66d9e26c6	TCGA-CI-6623-10A	TCGA-CI-6623-10
d110288a-8493-42b3-8849-5fe0408e1f8d	TCGA-CI-6623-01B	TCGA-CI-6623-01
8aeeb286-6a98-458f-9c76-f57e4d0a0c5e	TCGA-CI-6620-10A	TCGA-CI-6620-10
d31f0bb6-a20e-4e2f-b23a-50982a02b6c8	TCGA-CI-6620-01A	TCGA-CI-6620-01
0c931d36-e5d4-4953-a627-20c8fa99e43a	TCGA-AH-6643-01A	TCGA-AH-6643-01
0dca5efd-2f6f-438c-acdb-9bf0a704c53a	TCGA-AH-6643-11A	TCGA-AH-6643-11
d4e18031-ad7d-4113-af17-d41a6c77d19c	TCGA-CI-6622-10A	TCGA-CI-6622-10
f8471be7-008e-4623-9a61-3ed1a061f193	TCGA-CI-6622-01A	TCGA-CI-6622-01
3d738e00-da49-4739-99d7-01323080a82c	TCGA-AH-6547-11A	TCGA-AH-6547-11
886b2c81-1632-4a0c-a3ad-9a5888870d09	TCGA-AH-6547-01A	TCGA-AH-6547-01
52fd85d0-f968-4ebc-8e28-cd3a1816c00e	TCGA-F5-6811-10A	TCGA-F5-6811-10
61221bbc-7293-460f-b17e-ff99e2e69752	TCGA-F5-6811-01A	TCGA-F5-6811-01
d8ba132e-d9c5-4491-9d35-5ef9f60c74d2	TCGA-DT-5265-01A	TCGA-DT-5265-01
5fd9a8c3-bfa3-409c-90c7-639b175da5fa	TCGA-AF-6136-01A	TCGA-AF-6136-01
98198abd-c487-4c4c-ad7d-efaf26942938	TCGA-AF-6136-10A	TCGA-AF-6136-10
63291336-7277-4b3c-9ca6-658636bce3ad	TCGA-AF-6672-01A	TCGA-AF-6672-01
2a026fc7-d5fd-4471-b1cb-d1daa31b6443	TCGA-F5-6813-01A	TCGA-F5-6813-01
6698145e-ea64-42e1-a4d4-d59925fcce51	TCGA-F5-6813-10A	TCGA-F5-6813-10
25765128-413c-49d8-b10c-1e7d946bca58	TCGA-CI-6624-10A	TCGA-CI-6624-10
4fde6826-1d0d-4f41-bd97-94b84fa00329	TCGA-CI-6619-10A	TCGA-CI-6619-10
be933695-56d9-4a40-b41c-9f049592f3b7	TCGA-CI-6619-01B	TCGA-CI-6619-01
547811fe-1046-439f-9223-ba4b6fce8684	TCGA-DC-6681-10A	TCGA-DC-6681-10
e9a0e4d7-a0da-4184-9736-1642fd8c1668	TCGA-DC-6681-01A	TCGA-DC-6681-01
3473f604-c4b1-4abb-99a1-c1c766d329c4	TCGA-DT-5265-10A	TCGA-DT-5265-10
060354f2-b4a4-451e-972d-181620656d1a	TCGA-G5-6572-01A	TCGA-G5-6572-01
3f2992eb-bdc0-442d-a34b-6c042ea87f6b	TCGA-G5-6572-02A	TCGA-G5-6572-02
f3b457fa-4172-446c-ae60-702dc2a3513e	TCGA-G5-6572-10A	TCGA-G5-6572-10
054d1611-7954-42f7-8bca-34b3100d73fc	TCGA-F5-6810-01A	TCGA-F5-6810-01
531c16cb-2491-4c49-8ae4-2909d2cc54fa	TCGA-F5-6810-10A	TCGA-F5-6810-10
1c6b4d7e-4a1d-4a20-92d6-2d2181d79de6	TCGA-CI-6624-01C	TCGA-CI-6624-01
086f3f8f-1ad5-4d44-805b-fa029ec916c5	TCGA-DC-6683-01A	TCGA-DC-6683-01
9d02df60-8799-4e8e-b102-63b78903ffce	TCGA-DC-6683-10A	TCGA-DC-6683-10
a196a3e3-be42-4c3e-b062-492a5bca8b91	TCGA-DC-6682-10A	TCGA-DC-6682-10
bae679a7-74fa-47ad-834e-48a867609ddd	TCGA-DC-6682-01A	TCGA-DC-6682-01
9cb0f925-7aee-4cc8-bfd9-4366de7963d0	TCGA-G5-6641-10A	TCGA-G5-6641-10
42c76767-7c14-4a00-a8db-75f13f518e0d	TCGA-AH-6549-10A	TCGA-AH-6549-10
6a0f2a2f-64e7-4578-a7e1-f02bf6d96f23	TCGA-AH-6549-01A	TCGA-AH-6549-01
091e40be-031f-4ba8-8a3f-d0296236a619	TCGA-CI-6621-10A	TCGA-CI-6621-10
6839316d-c22d-49a3-ad47-91584d584e83	TCGA-CI-6621-01A	TCGA-CI-6621-01
d1573c8e-6f12-41eb-9cbe-290b481f01b4	TCGA-F5-6571-10A	TCGA-F5-6571-10
519d24aa-66f3-4c71-887d-ab6211527f7f	TCGA-G5-6641-01A	TCGA-G5-6641-01
76bfdec9-f6ce-41af-a44b-84becf837de2	TCGA-AF-6672-10A	TCGA-AF-6672-10
10f1d027-735d-4491-bde2-064aa536cfe4	TCGA-AH-6544-10A	TCGA-AH-6544-10
4f38bd72-9d4a-47ac-8634-9876574e4085	TCGA-AH-6544-01A	TCGA-AH-6544-01
949da28b-f59c-4a7a-aec1-a2581588121b	TCGA-F5-6571-01A	TCGA-F5-6571-01
f37be1ab-d2d9-449e-8363-d4e15919274a	TCGA-EI-6511-10A	TCGA-EI-6511-10
8e0989ab-174c-409d-8203-4fe4f293260a	TCGA-F5-6465-10A	TCGA-F5-6465-10
bb536277-c895-4814-bf8b-e0ed91969e55	TCGA-F5-6465-01A	TCGA-F5-6465-01
ec4537e4-02d8-4109-a4b6-e508012274b7	TCGA-EI-6508-01A	TCGA-EI-6508-01
f1e5e840-92fa-4230-8db1-1a42984817d0	TCGA-EI-6508-10A	TCGA-EI-6508-10
5f720856-6592-47cf-aa4b-1bb0d1136a24	TCGA-AF-2687-10A	TCGA-AF-2687-10
e760dbde-9763-45bf-8927-45d7c78c86dd	TCGA-AF-2687-01A	TCGA-AF-2687-01
4c0730f5-6307-4396-8038-2aa6d0119aab	TCGA-AG-3725-11A	TCGA-AG-3725-11
a2b0b88b-b393-49ef-a9ec-42a52b85b1b8	TCGA-AG-3725-01A	TCGA-AG-3725-01
12f96c60-7bab-443f-90b6-29fff43c6c63	TCGA-G5-6233-10A	TCGA-G5-6233-10
dbfd6ef5-8072-4462-82b4-280a0b658323	TCGA-G5-6233-01A	TCGA-G5-6233-01
0446d172-dfd6-4076-88e2-3ea6a62870a4	TCGA-EI-6513-10A	TCGA-EI-6513-10
67bc5b38-aefe-4b32-9cac-f515b8d028eb	TCGA-EI-6513-01A	TCGA-EI-6513-01
c647392b-8298-4aa1-8f92-9025f5711294	TCGA-EI-6506-10A	TCGA-EI-6506-10
f3b63187-eeba-40e4-b630-d5b534037b33	TCGA-EI-6506-01A	TCGA-EI-6506-01
9c11c1d9-288d-4928-8d0d-aefbf063bc3d	TCGA-DC-4749-01A	TCGA-DC-4749-01
dbd484b3-b463-4b44-82e3-0c841b84ef25	TCGA-DC-4749-10A	TCGA-DC-4749-10
71b4fd1b-a93b-47d9-a804-3fefa7d825dd	TCGA-G5-6235-10A	TCGA-G5-6235-10
8797b65c-6e94-4c94-8f9d-4605d3a193b4	TCGA-G5-6235-01A	TCGA-G5-6235-01
85319a2a-9be2-458e-9bd9-5ccbb72390a2	TCGA-EI-6507-10A	TCGA-EI-6507-10
bc23a250-1da9-4bee-8bef-bbc40eb538f7	TCGA-EI-6507-01A	TCGA-EI-6507-01
90eb53b1-2ba9-451a-a931-7af513b2b47c	TCGA-EI-6511-01A	TCGA-EI-6511-01
69cf0319-258d-427a-9ea2-5fc41025f500	TCGA-AG-3731-11A	TCGA-AG-3731-11
64a86336-19c2-4b05-a536-777963652904	TCGA-F5-6464-10A	TCGA-F5-6464-10
85bc1581-8801-418b-9b87-51ffee59759a	TCGA-F5-6464-01A	TCGA-F5-6464-01
3d94ac12-8ca5-4894-b56f-56ff0102053b	TCGA-AG-4022-01A	TCGA-AG-4022-01
a9cbcd1b-1ac5-4746-b755-077e0b046e58	TCGA-AG-4022-10A	TCGA-AG-4022-10
05292074-74b7-476b-acd8-8b9f0f3fb881	TCGA-AG-3591-10A	TCGA-AG-3591-10
07505f47-745b-40c9-8994-1a12582e4342	TCGA-AG-3591-01A	TCGA-AG-3591-01
7d09399d-0438-46dc-96b3-42a994de097c	TCGA-CL-4957-01A	TCGA-CL-4957-01
a720f96a-f9bb-41b1-954f-5c0234a05ae3	TCGA-CL-4957-10A	TCGA-CL-4957-10
c7368047-e3be-43af-8d70-9df452a4813c	TCGA-BM-6198-01A	TCGA-BM-6198-01
e85610c8-2d8c-4188-9680-7fab8b0790aa	TCGA-BM-6198-10A	TCGA-BM-6198-10
021bd9eb-be6d-4493-8b45-11946e45b43f	TCGA-DY-A1H8-01A	TCGA-DY-A1H8-01
1b2f33ca-6cc9-4791-b1ea-afa88702c955	TCGA-DY-A1H8-10A	TCGA-DY-A1H8-10
a40afe58-c965-414b-8cbe-26f19963a2ff	TCGA-EI-6510-01A	TCGA-EI-6510-01
d56a38ad-ae13-410f-b315-730452a03515	TCGA-EI-6510-10A	TCGA-EI-6510-10
50bbd9fa-46dd-4ead-8655-4de6e929c21b	TCGA-AG-3592-01A	TCGA-AG-3592-01
5e61ae63-bbf6-4cd5-911f-0bb8a618e86f	TCGA-AG-3592-10A	TCGA-AG-3592-10
2b007105-28b0-4b4a-9f0c-c77ef40492e6	TCGA-AG-3731-01A	TCGA-AG-3731-01
ae859946-a89a-4d61-a21a-e696821eb9c3	TCGA-DY-A0XA-10A	TCGA-DY-A0XA-10
b3e71a0b-b6bd-499c-978f-1ee61d3f0dd0	TCGA-DY-A0XA-01A	TCGA-DY-A0XA-01
