UUID	Barcode	Short Barcode
cf872107-a4ce-410f-8f12-ac5cef03f7bc	TCGA-ZF-AA5H-10A	TCGA-ZF-AA5H-10
7188da4b-b018-4b85-b93f-698483157ab4	TCGA-DK-AA6P-10A	TCGA-DK-AA6P-10
991fa342-863b-4708-9a95-f0c8590c7a63	TCGA-G2-AA3B-01A	TCGA-G2-AA3B-01
c61c7fee-2fb4-47c5-8ee9-887c0deb0dfc	TCGA-G2-AA3B-10A	TCGA-G2-AA3B-10
c4b78493-09e1-4509-bea2-a86ebc601eb1	TCGA-4Z-AA80-01A	TCGA-4Z-AA80-01
e6657dc9-da7f-4cc9-97f2-f26eaa31666c	TCGA-4Z-AA7Y-01A	TCGA-4Z-AA7Y-01
aa5c831a-e912-4240-abf9-efc0d9dfdf35	TCGA-4Z-AA7Y-10A	TCGA-4Z-AA7Y-10
74caea53-239b-453b-a4e6-c8be49fc9bc2	TCGA-XF-A9T8-01A	TCGA-XF-A9T8-01
61b54437-ef65-4230-8487-e512049a44d6	TCGA-GU-AATO-10A	TCGA-GU-AATO-10
10f2ed03-4e58-41aa-ae19-4d44f57cbdf5	TCGA-DK-AA6M-01A	TCGA-DK-AA6M-01
cd212153-e0c3-4d87-9dbf-241521a3808a	TCGA-DK-AA6M-10A	TCGA-DK-AA6M-10
58a00e33-adbc-499f-bb0d-5c8463ae7a5d	TCGA-ZF-A9R1-01A	TCGA-ZF-A9R1-01
35bc039a-895c-42d8-97af-f156172b2fb4	TCGA-4Z-AA82-10A	TCGA-4Z-AA82-10
78910401-e264-4226-ae84-d39c5dc5c725	TCGA-ZF-AA54-10A	TCGA-ZF-AA54-10
aa672ec6-de2c-4020-857f-f99abd029aea	TCGA-ZF-AA53-01A	TCGA-ZF-AA53-01
00f1cf05-9fc7-46e9-81f8-5bc28543b21e	TCGA-ZF-AA53-10A	TCGA-ZF-AA53-10
3c71158d-98ff-4ef5-923f-ba31a25036ec	TCGA-DK-AA6P-01A	TCGA-DK-AA6P-01
75b242d6-392c-478f-b787-9e1da640ac33	TCGA-4Z-AA81-01A	TCGA-4Z-AA81-01
a174f3b1-6898-4144-8dcc-2b8782e35d3b	TCGA-4Z-AA81-10A	TCGA-4Z-AA81-10
c9131c2e-4230-482a-8847-566b2f4f9254	TCGA-4Z-AA7Q-01A	TCGA-4Z-AA7Q-01
ee9baf87-1b58-493e-88cb-5b094e548392	TCGA-ZF-A9R1-10A	TCGA-ZF-A9R1-10
8d9b8713-9cd7-484b-9e71-6f381d00c5c3	TCGA-4Z-AA7N-01A	TCGA-4Z-AA7N-01
f744d7d6-c7da-4101-b5da-b4310dacc5ca	TCGA-4Z-AA7N-10A	TCGA-4Z-AA7N-10
61cf45dc-21ec-40a3-a72b-3edd21895f6b	TCGA-DK-AA6S-01A	TCGA-DK-AA6S-01
90385a38-5e77-43f7-898a-a129b9f01a83	TCGA-4Z-AA80-10A	TCGA-4Z-AA80-10
98fe54ec-98a0-4257-a805-fe1840eab39d	TCGA-GU-AATO-01A	TCGA-GU-AATO-01
a89e7b67-fc34-4e65-9309-eb7afe6568e6	TCGA-4Z-AA7Q-10A	TCGA-4Z-AA7Q-10
d9b66125-cf32-4928-9488-8efb146684f9	TCGA-DK-AA77-01A	TCGA-DK-AA77-01
45a0d065-0e3e-4975-94f1-3d3af81b295c	TCGA-DK-AA77-10A	TCGA-DK-AA77-10
f298b46c-ce8b-4ce6-870e-ea6f3e139f46	TCGA-XF-A9SL-01A	TCGA-XF-A9SL-01
0f462402-3501-47c6-917f-df2074a1756d	TCGA-XF-A9SL-10A	TCGA-XF-A9SL-10
b168a02c-205b-47bf-9a2a-7f951974bc66	TCGA-4Z-AA7R-01A	TCGA-4Z-AA7R-01
2caedd18-0eaa-4b86-bf08-00a179c5cdd7	TCGA-4Z-AA7R-10A	TCGA-4Z-AA7R-10
28d58e59-9e84-4ea4-84a0-90735ac31a5f	TCGA-DK-AA6Q-10A	TCGA-DK-AA6Q-10
1b16d49d-4db7-472c-86be-4be3a1c68624	TCGA-ZF-AA52-01A	TCGA-ZF-AA52-01
6a761880-04b5-45b4-83eb-8683800cea2f	TCGA-ZF-AA52-10A	TCGA-ZF-AA52-10
837e7e71-56f8-4438-887c-406b5eeacc71	TCGA-4Z-AA7M-01A	TCGA-4Z-AA7M-01
37e9d662-29d4-445b-8c71-dde2dafca861	TCGA-4Z-AA7M-10A	TCGA-4Z-AA7M-10
678f654e-8792-4041-8cfb-09fe2c3ba7f4	TCGA-G2-AA3D-01A	TCGA-G2-AA3D-01
02b76589-c4cd-4262-af9c-2e544d4afb94	TCGA-DK-AA6S-10A	TCGA-DK-AA6S-10
53a09ed7-04cb-4ccc-98e7-09b1f20597ec	TCGA-XF-A9SH-01A	TCGA-XF-A9SH-01
abe273cd-9f0d-45ca-b72b-a154685708c1	TCGA-XF-A9SU-01A	TCGA-XF-A9SU-01
f8d9b06e-b749-409c-a68d-90b549545365	TCGA-XF-A9SU-10A	TCGA-XF-A9SU-10
e98b7d82-0274-4fbe-829b-552552799ad9	TCGA-DK-AA76-01A	TCGA-DK-AA76-01
92cfd9e1-16fa-433d-813a-ec2b431a6566	TCGA-DK-AA76-10A	TCGA-DK-AA76-10
72f50bb3-c7a3-49b5-8262-185eb830e17e	TCGA-ZF-AA56-01A	TCGA-ZF-AA56-01
f61854aa-97ee-4995-99b5-6f4267c043fa	TCGA-XF-A9T4-10A	TCGA-XF-A9T4-10
224ace14-b3d5-4b06-82f8-6d1e02233e5a	TCGA-XF-A9SH-10A	TCGA-XF-A9SH-10
daba59a9-8839-4b02-bbf8-4de9c6595a7c	TCGA-DK-AA6Q-01A	TCGA-DK-AA6Q-01
ac4bbd07-dd86-460a-870a-648b5dabda57	TCGA-DK-AA71-01A	TCGA-DK-AA71-01
5c8786ac-a6df-4e11-be73-6c9ef2777dc6	TCGA-DK-AA71-10A	TCGA-DK-AA71-10
6d7d103d-08a9-4acd-aefa-ea7580bdf6b0	TCGA-4Z-AA7S-01A	TCGA-4Z-AA7S-01
ed0a0d1a-ee1b-49b7-baaa-a93980b3d534	TCGA-4Z-AA7S-10A	TCGA-4Z-AA7S-10
c14a0121-4f7b-4980-9194-94574dc6fecc	TCGA-4Z-AA86-01A	TCGA-4Z-AA86-01
2830daa2-d827-4116-aa23-a9600d9d7917	TCGA-4Z-AA86-10A	TCGA-4Z-AA86-10
617a0696-dcd9-4d61-aaab-6d9418f58ebf	TCGA-G2-AA3D-10A	TCGA-G2-AA3D-10
d87953c9-fb82-4c22-9d64-71d1d40071ce	TCGA-XF-A9T4-01A	TCGA-XF-A9T4-01
db9be25a-e321-4fbd-a6eb-1d7521c16ece	TCGA-UY-A8OB-01A	TCGA-UY-A8OB-01
cb958d50-5538-4f82-987d-3fb103cd75c7	TCGA-FD-A6TD-01A	TCGA-FD-A6TD-01
f7f74a2b-5299-424d-b9a7-2b313dc7823c	TCGA-DK-A1A6-06A	TCGA-DK-A1A6-06
4880499d-a197-443a-8495-b8f99da8291b	TCGA-XF-AAN5-10A	TCGA-XF-AAN5-10
fd042907-f6ca-4c8b-8e6d-aa24678f444a	TCGA-XF-A9SJ-01A	TCGA-XF-A9SJ-01
d7319a7a-11a3-42fb-bb69-f8a55e069c24	TCGA-XF-A9SJ-10A	TCGA-XF-A9SJ-10
5346c3ec-3060-40c5-8ad4-c6e4d37c8909	TCGA-DK-AA75-01A	TCGA-DK-AA75-01
ce2a06e0-ef4d-4791-bb9e-c728e8029363	TCGA-DK-AA75-10A	TCGA-DK-AA75-10
ea2028dc-8a2f-4eca-84a5-cd403ce100d4	TCGA-XF-AAMT-01A	TCGA-XF-AAMT-01
098e5b61-7125-4f72-b2a4-e0fdc4327ac9	TCGA-XF-A9SV-01A	TCGA-XF-A9SV-01
9e9890cf-bc7f-425e-b4d4-4cf241842715	TCGA-XF-A9SV-10A	TCGA-XF-A9SV-10
d8ab144a-616b-45ca-b54b-d7106f707155	TCGA-XF-AAMG-01A	TCGA-XF-AAMG-01
3cae49a3-6deb-40f9-84cc-68b9b53543ff	TCGA-XF-A9T2-01A	TCGA-XF-A9T2-01
4ae4e887-2678-47ee-a0e7-683c6759b68f	TCGA-XF-AAMG-10A	TCGA-XF-AAMG-10
288048a5-f521-4bc9-8c3a-dac39bf946b7	TCGA-XF-AAMY-01A	TCGA-XF-AAMY-01
7f02c56c-62b5-4035-a9ad-28f64cf558ae	TCGA-XF-AAMY-10A	TCGA-XF-AAMY-10
b3de92dd-c394-43e4-be47-970a94af5833	TCGA-XF-AAN1-10A	TCGA-XF-AAN1-10
ec9d9020-dc55-488d-b77b-b8152bc7664f	TCGA-UY-A8OB-11A	TCGA-UY-A8OB-11
10fe7dbb-4bf4-486e-ada4-bd311aa967c2	TCGA-XF-AAMW-01A	TCGA-XF-AAMW-01
560df386-5864-44ca-83cb-5bad254030f4	TCGA-XF-A9T2-10A	TCGA-XF-A9T2-10
82bc393c-5391-497a-a0dc-41c077ae9c40	TCGA-DK-AA6R-01A	TCGA-DK-AA6R-01
629c2a3d-9e4f-4b33-a92f-23879e79440e	TCGA-DK-AA6R-10A	TCGA-DK-AA6R-10
1ad5ffd6-8cc7-4638-9915-0d1a69311c9e	TCGA-ZF-A9R5-01A	TCGA-ZF-A9R5-01
b00702fe-04a4-4c79-93f0-45249c53fabe	TCGA-ZF-A9R5-10A	TCGA-ZF-A9R5-10
4ef0d483-b954-47dd-ab58-eb0f4db31b1d	TCGA-5N-A9KM-01A	TCGA-5N-A9KM-01
2accb69b-ce33-4af5-91e3-5f3c3cbb1243	TCGA-XF-AAMW-10A	TCGA-XF-AAMW-10
dc0fdf8b-079e-423d-b27e-471582e1c0cf	TCGA-XF-A9SY-01A	TCGA-XF-A9SY-01
b0b5746c-4c44-4349-9d6e-dfaa16542c31	TCGA-XF-A9SY-10A	TCGA-XF-A9SY-10
88980406-0ed9-4154-8e0e-57abe8da254c	TCGA-YF-AA3M-01A	TCGA-YF-AA3M-01
28469e76-2c9f-4753-83ab-fcf1a735c174	TCGA-YF-AA3M-10D	TCGA-YF-AA3M-10
aa69cabd-70ce-454e-a3f3-ce5e2d106819	TCGA-XF-AAMT-10A	TCGA-XF-AAMT-10
724b5713-b867-4cff-9f1b-7ce3f667dfd1	TCGA-XF-AAN1-01A	TCGA-XF-AAN1-01
4f529d48-bc90-4a7e-a02d-8c97d6e8c443	TCGA-ZF-AA58-10A	TCGA-ZF-AA58-10
c4f39a7a-fc9c-4ed1-b5ba-a6ca641dee58	TCGA-XF-AAMX-01A	TCGA-XF-AAMX-01
260cf40d-2f85-45c8-8dcc-689b1385fadb	TCGA-G2-AA3F-01A	TCGA-G2-AA3F-01
96768432-f635-4706-a24a-274d2d7f04bc	TCGA-G2-AA3F-10A	TCGA-G2-AA3F-10
c1f6f709-4c79-465a-90d4-17e08dfa96cd	TCGA-XF-AAN7-01A	TCGA-XF-AAN7-01
9a7bdaac-b2d2-4956-83e0-e83f7cb0c2ab	TCGA-XF-AAN7-10A	TCGA-XF-AAN7-10
633b412a-5681-47ce-bd5e-3d0a37f76bd2	TCGA-XF-AAN3-01A	TCGA-XF-AAN3-01
32394b80-fce4-4f60-996d-6d0c60d00535	TCGA-XF-AAMX-10A	TCGA-XF-AAMX-10
6b4530dd-edd5-4bf5-b6b2-d58177ae6082	TCGA-XF-AAMQ-01A	TCGA-XF-AAMQ-01
88169e2c-9527-4f64-a4ed-5dde827f428f	TCGA-5N-A9KM-10A	TCGA-5N-A9KM-10
d45fa399-718f-48e4-9b59-c58293d47829	TCGA-5N-A9KI-01A	TCGA-5N-A9KI-01
25231334-4330-4fe1-8dfa-0b98d4131a2e	TCGA-5N-A9KI-10A	TCGA-5N-A9KI-10
8a928ba7-1211-4d9a-b060-b603206559f6	TCGA-ZF-AA5N-01A	TCGA-ZF-AA5N-01
05f153fa-a043-4c04-9d30-998c2355b36a	TCGA-XF-AAN3-10A	TCGA-XF-AAN3-10
690ab4d7-4b38-445b-aef6-f1b789bd85da	TCGA-ZF-AA5N-10A	TCGA-ZF-AA5N-10
56f1ae65-b100-4340-8afe-854e4de7b584	TCGA-ZF-AA58-01A	TCGA-ZF-AA58-01
bb24b09a-7230-4e2c-92fd-f820981c65e9	TCGA-XF-A9SW-01A	TCGA-XF-A9SW-01
7d313814-f560-433b-9b38-06f4f3c25d58	TCGA-XF-A9SW-10A	TCGA-XF-A9SW-10
577d5a35-60a0-4bdb-9b26-70d72266d6cf	TCGA-XF-AAMF-01A	TCGA-XF-AAMF-01
02330d7f-ec3c-49fe-8966-0281c0b81620	TCGA-XF-AAMF-10A	TCGA-XF-AAMF-10
da8f7fc5-8b5e-449a-a9c4-04e029dd4cb6	TCGA-XF-AAN4-01A	TCGA-XF-AAN4-01
d6dc8e94-0cad-40d0-84be-384648a8b3bd	TCGA-XF-AAN4-10A	TCGA-XF-AAN4-10
4107801a-a8b2-4ee7-972b-76ac9dbe1df6	TCGA-XF-AAMQ-10A	TCGA-XF-AAMQ-10
0c9c512c-0d91-4f83-b706-cac1127cdab0	TCGA-XF-AAMZ-01A	TCGA-XF-AAMZ-01
a6e5f3a9-f2c1-4d47-a42c-040cd2fc6842	TCGA-XF-AAMZ-10A	TCGA-XF-AAMZ-10
41f8f766-2304-4ed4-8777-5d8b027ff9f9	TCGA-XF-AAN2-01A	TCGA-XF-AAN2-01
f5862ae9-acdd-41cf-90a3-b47316081a77	TCGA-XF-AAN2-10A	TCGA-XF-AAN2-10
34a093d9-85bd-4e22-814c-60e74b97998b	TCGA-ZF-A9RN-01A	TCGA-ZF-A9RN-01
18ef8193-6b8b-41dd-b17d-21d96afbbae1	TCGA-ZF-A9RN-10A	TCGA-ZF-A9RN-10
8bc818a8-8828-43db-b37e-d364f69ac6d6	TCGA-XF-AAMJ-01A	TCGA-XF-AAMJ-01
a995dd33-498e-45f6-b928-edbf0929186b	TCGA-XF-A9ST-01A	TCGA-XF-A9ST-01
1c4b7633-f88f-481d-8efd-5d8e25da445c	TCGA-XF-A9ST-10A	TCGA-XF-A9ST-10
03e0aba8-e26c-4a61-a090-262ffeaf6523	TCGA-XF-A9SK-01A	TCGA-XF-A9SK-01
343b6528-bae1-4d6f-bde4-ad98cf99f4a4	TCGA-XF-A9SK-10A	TCGA-XF-A9SK-10
3c7de6de-68e0-443b-946d-437b8aece057	TCGA-ZF-A9RD-01A	TCGA-ZF-A9RD-01
97d2c8a3-3f94-42af-9c5a-90405975eead	TCGA-XF-AAMJ-10A	TCGA-XF-AAMJ-10
7569d782-f14e-47e5-93bc-b58b0bd6f697	TCGA-XF-AAN8-01A	TCGA-XF-AAN8-01
912b2b4c-17a0-4dd7-8514-36cf7e2ea766	TCGA-XF-AAN8-10A	TCGA-XF-AAN8-10
2bfd7621-096d-4ab9-8d92-17de816ac34f	TCGA-ZF-A9RD-10A	TCGA-ZF-A9RD-10
072bd7a0-264f-4239-84d1-d8a85497e06f	TCGA-XF-A9SM-01A	TCGA-XF-A9SM-01
86cfbf9b-011c-4f42-b8e5-21c5f4d8ab40	TCGA-XF-A9SM-10A	TCGA-XF-A9SM-10
bb4fde10-e87d-405f-92a4-282f1595e4d7	TCGA-XF-AAN0-01A	TCGA-XF-AAN0-01
3ef041c5-ffd2-497e-89b6-0e5c552d279c	TCGA-XF-A9T6-01A	TCGA-XF-A9T6-01
eebd303e-e82a-4236-b803-4f5f2e5a9b1b	TCGA-XF-A9T6-10A	TCGA-XF-A9T6-10
76333414-38c0-4b11-baee-ac1ea211a7a7	TCGA-XF-A9SG-10A	TCGA-XF-A9SG-10
db45ea81-190d-4628-85d1-7b202136c741	TCGA-XF-AAN0-10A	TCGA-XF-AAN0-10
90f7397e-7264-4a41-b5f0-e9725a84de3e	TCGA-XF-AAML-01A	TCGA-XF-AAML-01
47c948d3-e0cf-46a8-a93e-b7ec56aaf87b	TCGA-XF-AAML-10A	TCGA-XF-AAML-10
917a011e-65bd-44fc-879d-6d710693db1f	TCGA-XF-AAMH-01A	TCGA-XF-AAMH-01
72f71f3b-b0a7-48d7-8b79-b59aed35c556	TCGA-ZF-A9RG-01A	TCGA-ZF-A9RG-01
d1901a2e-b3a4-41e9-8e9a-e6aa634dfd1c	TCGA-ZF-A9RG-10A	TCGA-ZF-A9RG-10
03523592-740d-4a06-ac8c-f921bf3f7952	TCGA-DK-AA6X-01A	TCGA-DK-AA6X-01
b15673c1-3892-4c3c-82c5-c1a46e37247d	TCGA-XF-AAMH-10A	TCGA-XF-AAMH-10
91b24777-efd1-42ed-8fa3-c873d8b79ab0	TCGA-XF-AAMR-01A	TCGA-XF-AAMR-01
0e5260f2-45bf-4229-ac28-71853f29b046	TCGA-XF-AAMR-10A	TCGA-XF-AAMR-10
72036b48-88b3-4046-8335-b92134372302	TCGA-XF-A9SG-01A	TCGA-XF-A9SG-01
b18d9569-5ec3-440c-b1e6-c229c2cc53b2	TCGA-XF-AAME-10A	TCGA-XF-AAME-10
41bcf107-12ad-4732-8e88-35347137a05f	TCGA-XF-A9T3-01A	TCGA-XF-A9T3-01
5cdd0398-966f-4a15-abd7-cc13b2b07606	TCGA-XF-A9T3-10A	TCGA-XF-A9T3-10
120124c2-da96-44bc-869e-07c3489b4d39	TCGA-XF-AAN5-01A	TCGA-XF-AAN5-01
cb05500b-f83d-4d3a-8da1-eedafb7d02ac	TCGA-XF-A9T5-01A	TCGA-XF-A9T5-01
a8908867-36bf-4f85-ab24-5dc1e4290dd8	TCGA-XF-A9T5-10A	TCGA-XF-A9T5-10
f21027a6-cf9d-401d-9db3-399de315d7d4	TCGA-DK-AA6X-10A	TCGA-DK-AA6X-10
2447a5c6-3afc-428b-9162-c76024631af1	TCGA-XF-AAME-01A	TCGA-XF-AAME-01
371ee0d6-5c89-4d9e-b57b-d22a0b86987e	TCGA-5T-A9QA-01A	TCGA-5T-A9QA-01
3ceba8d5-2646-4a80-aa46-4d3ca1cb60ee	TCGA-5T-A9QA-10A	TCGA-5T-A9QA-10
e58510e0-c8b9-4d75-b706-a223e37d4b66	TCGA-3C-AAAU-10A	TCGA-3C-AAAU-10
515600aa-a11b-4630-b88d-c59082ed1684	TCGA-Z7-A8R6-01A	TCGA-Z7-A8R6-01
0e20bd04-fdc5-4dbf-b132-5e4562e59413	TCGA-C8-A9FZ-01A	TCGA-C8-A9FZ-01
55bb09a5-b84c-4fd9-af3c-2419916677ac	TCGA-C8-A9FZ-10A	TCGA-C8-A9FZ-10
0692591c-b717-4d4e-b3ce-ea1620eb127e	TCGA-UU-A93S-01A	TCGA-UU-A93S-01
8434f4a2-0ead-40f6-9b63-9c958a3fb812	TCGA-5L-AAT0-01A	TCGA-5L-AAT0-01
1d805782-f68c-4752-a97c-77b9177ddaa3	TCGA-5L-AAT0-10A	TCGA-5L-AAT0-10
081947cf-1635-4a57-9903-0c405ead6d84	TCGA-WT-AB44-01A	TCGA-WT-AB44-01
f36d3346-6152-4df2-a3ef-a45eadc28916	TCGA-WT-AB41-10A	TCGA-WT-AB41-10
84ddf9b6-91c7-45e1-bf91-df8e8bfdb765	TCGA-AC-A8OQ-10A	TCGA-AC-A8OQ-10
ebe9fce5-d886-408e-ac4f-4adc5a52d460	TCGA-3C-AALK-10A	TCGA-3C-AALK-10
6b4d9ae9-5776-4efa-86ac-3772b179d59f	TCGA-S3-AA11-01A	TCGA-S3-AA11-01
0050d7c9-ece9-4b6c-8023-1ff2efcb3c9c	TCGA-3C-AALI-01A	TCGA-3C-AALI-01
1152ad19-6fb1-4dfe-af73-b74323a47ac7	TCGA-LL-A9Q3-01A	TCGA-LL-A9Q3-01
b884af8f-ff0c-4cac-9a26-f4f27b35f8e7	TCGA-BH-AB28-01A	TCGA-BH-AB28-01
4530d39f-1a96-46b3-9964-cba7c03ad9c9	TCGA-UL-AAZ6-01A	TCGA-UL-AAZ6-01
06877bb2-15b9-40a3-b07b-1433044f6d82	TCGA-UL-AAZ6-10A	TCGA-UL-AAZ6-10
df241af0-f65e-43d5-a1d6-9178547bf6e9	TCGA-LD-A9QF-10A	TCGA-LD-A9QF-10
a524dea5-c49d-4e77-805f-ffede7017013	TCGA-PL-A8LV-10A	TCGA-PL-A8LV-10
06bfe6f2-1fb4-4cb6-b1bf-4fd8408bf9cd	TCGA-3C-AALJ-10A	TCGA-3C-AALJ-10
88de5c12-e551-4b37-b7d9-046e53dba405	TCGA-Z7-A8R5-10A	TCGA-Z7-A8R5-10
863804ba-7fcd-49ce-a544-5a98eb3f2857	TCGA-OL-A6VQ-01A	TCGA-OL-A6VQ-01
cc1a0609-04b7-41e0-95cd-8265cee6e261	TCGA-OL-A6VQ-10B	TCGA-OL-A6VQ-10
34ee50f4-f5f2-4162-b7fd-e920e498bbe5	TCGA-LL-A9Q3-10A	TCGA-LL-A9Q3-10
197b76a1-a09a-4659-83aa-2c14fd1023a9	TCGA-3C-AAAU-01A	TCGA-3C-AAAU-01
d91ec6e8-cdea-41b8-a88e-252586d3b9ae	TCGA-LD-A9QF-01A	TCGA-LD-A9QF-01
f0f3cd01-18ef-42d4-ab56-bc6a20fe6587	TCGA-WT-AB44-10A	TCGA-WT-AB44-10
2a532346-0008-4af8-99bc-d709585da1d6	TCGA-3C-AALK-01A	TCGA-3C-AALK-01
71ca5ed1-c8d8-4b05-aaa1-c4051976fe1c	TCGA-E2-A9RU-01A	TCGA-E2-A9RU-01
47dfb39a-173e-4a1a-b686-7f0ea3401a8c	TCGA-E2-A9RU-10A	TCGA-E2-A9RU-10
a56ee32f-1975-400f-a09e-a747383c9a46	TCGA-S3-AA12-01A	TCGA-S3-AA12-01
81b8760d-99db-491f-82d3-354f53f64f8f	TCGA-S3-AA12-10A	TCGA-S3-AA12-10
acc566d9-9cfe-4deb-b1a0-f04b5a0449f5	TCGA-S3-AA0Z-01A	TCGA-S3-AA0Z-01
1fa604a0-27a7-4a8d-8a78-4fa25aedc384	TCGA-S3-AA0Z-10A	TCGA-S3-AA0Z-10
93ce6743-424b-4a1e-8748-e11756399b2b	TCGA-Z7-A8R5-01A	TCGA-Z7-A8R5-01
0473f705-72de-4b71-b5c0-0bf769b6e2da	TCGA-UU-A93S-10A	TCGA-UU-A93S-10
a31dec9b-3626-4cb0-8265-1425d5ce1c1e	TCGA-5L-AAT1-01A	TCGA-5L-AAT1-01
5d4b9024-0f9b-4688-91b8-417bc20adc43	TCGA-5L-AAT1-10A	TCGA-5L-AAT1-10
0de093d5-c752-4e93-a783-ec262b3a3780	TCGA-WT-AB41-01A	TCGA-WT-AB41-01
cd2d2633-2bc0-40aa-bf4c-1fdd5b81b7d9	TCGA-S3-AA11-10B	TCGA-S3-AA11-10
097b9dd5-5617-48ba-8600-ec5a99c75a42	TCGA-AC-A8OQ-01A	TCGA-AC-A8OQ-01
6ab64a3f-065d-4582-b18c-31143dbc7948	TCGA-PL-A8LY-10A	TCGA-PL-A8LY-10
b13ab974-e4a4-4926-bd17-17a1e9ca7ce6	TCGA-AC-A8OS-01A	TCGA-AC-A8OS-01
3e331d23-56bd-4292-a6fd-676cc44b2a8d	TCGA-AC-A8OS-10A	TCGA-AC-A8OS-10
e43eaa45-b1eb-40a1-a413-578557235708	TCGA-Z7-A8R6-10A	TCGA-Z7-A8R6-10
64149d95-1ec6-47eb-985b-0f67252d7f26	TCGA-PL-A8LX-01A	TCGA-PL-A8LX-01
b75bbcb0-2442-4f21-9647-98fddf5e54e2	TCGA-PL-A8LX-10A	TCGA-PL-A8LX-10
2bd0e061-f49d-4f0c-a76d-1a647860e0d0	TCGA-AC-A4ZE-01A	TCGA-AC-A4ZE-01
cae2c01b-2a73-4f82-bafb-1cbcbfeedd4e	TCGA-AC-A4ZE-10B	TCGA-AC-A4ZE-10
f2f2b11f-a4eb-4260-b2b6-822544adad60	TCGA-S3-AA15-01A	TCGA-S3-AA15-01
4efe55b1-94de-41d4-b4cb-266fa7a69010	TCGA-S3-AA15-10A	TCGA-S3-AA15-10
8f55c918-42a1-4320-83a9-1fb6b4d01b66	TCGA-3C-AALI-10A	TCGA-3C-AALI-10
cb389c7a-50d4-4f2d-9c5c-c1fff17e442a	TCGA-PL-A8LY-01A	TCGA-PL-A8LY-01
38351274-be7a-4c12-adaf-9678688e6640	TCGA-BH-AB28-10A	TCGA-BH-AB28-10
bb128895-972c-48ab-8cb4-ffa9e6448692	TCGA-BH-AB28-11A	TCGA-BH-AB28-11
a1953616-e244-4a52-b283-2e39d58f2c9a	TCGA-S3-AA14-01A	TCGA-S3-AA14-01
8adf23db-44e7-4037-b954-a86f4ec44806	TCGA-S3-AA14-10A	TCGA-S3-AA14-10
11b582c7-95bf-4a07-8996-ef4d0d4f897e	TCGA-PL-A8LV-01A	TCGA-PL-A8LV-01
e355913a-6e4c-4d63-8a53-8be4c5b003b8	TCGA-3C-AALJ-01A	TCGA-3C-AALJ-01
685b5df4-0620-40e2-aa09-0dd736bb5e2b	TCGA-4H-AAAK-01A	TCGA-4H-AAAK-01
27dac66a-e5ac-41b4-95e6-4a9f209261ee	TCGA-S3-AA17-01A	TCGA-S3-AA17-01
baab8ac8-6abe-492b-b97d-6ebcec7be497	TCGA-S3-AA17-10A	TCGA-S3-AA17-10
3519c7cd-b939-47cb-8126-8d999aff8f86	TCGA-4H-AAAK-10A	TCGA-4H-AAAK-10
533d59ab-89cb-485f-934d-f22d8b602ee3	TCGA-OL-A97C-01A	TCGA-OL-A97C-01
b4ed1e6e-7026-4de2-8d27-0a47cdb26a2f	TCGA-OL-A97C-10A	TCGA-OL-A97C-10
9c531ed5-e501-4cbf-9977-202dc1c5e623	TCGA-S3-AA10-01A	TCGA-S3-AA10-01
813c718b-559f-41d6-a4a4-7cefc5f249a1	TCGA-S3-AA10-10A	TCGA-S3-AA10-10
4b35717e-b682-4b39-a5ef-5c9c037e6304	TCGA-AC-A8OR-01A	TCGA-AC-A8OR-01
8d298488-9a43-4ecc-85fb-d3c9f6778d23	TCGA-AC-A8OR-10A	TCGA-AC-A8OR-10
9e599e7e-c82d-4391-94bd-11b1b363a25d	TCGA-AC-A8OP-10A	TCGA-AC-A8OP-10
1422b157-eec7-460e-96c8-9121847d283b	TCGA-XX-A89A-01A	TCGA-XX-A89A-01
e24e7c7e-1cd5-4c45-b50c-a731f894cdbe	TCGA-C8-A8HQ-01A	TCGA-C8-A8HQ-01
083c43a9-9c3d-4271-9514-9f1a61d3985f	TCGA-C8-A8HQ-10A	TCGA-C8-A8HQ-10
c32e8a89-bc6b-4e8a-8719-4509412b5729	TCGA-AC-A8OP-01A	TCGA-AC-A8OP-01
43623706-5604-4f3d-8746-9bfa0b92c0a9	TCGA-XX-A899-01A	TCGA-XX-A899-01
604d6b1c-cb61-4e0f-b6d1-792bf1849325	TCGA-XX-A899-10A	TCGA-XX-A899-10
506dbb35-2f8d-4619-ba00-75f658d11e30	TCGA-XX-A899-11A	TCGA-XX-A899-11
8063e0be-03ea-4a66-8592-dbb2d9f49045	TCGA-BH-A8FY-01A	TCGA-BH-A8FY-01
2e11b317-aaae-4c20-bf1a-14c8956584a1	TCGA-BH-A8FY-10A	TCGA-BH-A8FY-10
259bd5ce-3ff0-4a9e-8a4a-0adff5b064dd	TCGA-C8-A8HP-10A	TCGA-C8-A8HP-10
421af19a-ae32-44b3-b91f-fed6a9b99de1	TCGA-PL-A8LZ-01A	TCGA-PL-A8LZ-01
65ab3e7e-28b6-4bfa-8e89-c63eae15bb20	TCGA-PL-A8LZ-10A	TCGA-PL-A8LZ-10
c26e9741-d0a7-4dac-8212-78a55cc49191	TCGA-XX-A89A-10A	TCGA-XX-A89A-10
ad431126-be1f-483f-9333-fa30b2354f43	TCGA-W8-A86G-01A	TCGA-W8-A86G-01
c33dc59d-bf55-43a0-aee2-ba52664039c8	TCGA-W8-A86G-10A	TCGA-W8-A86G-10
